Municipio,escuelas/100_alumnos_priv,escuelas/100_alumnos_pub,unidadEsc/100_alumnos_priv,unidadEsc/100_alumnos_pub,profesores/100_alumnos_pub,profesores/100_alumnos_priv,bibliotecas/100_alumnos,idiomas/10_alumnos,actividades/10_alumnos,Magnitud6,Magnitud7,Magnitud8,Magnitud10,Magnitud12,Magnitud14,Magnitud83,Magnitud88,Magnitud89,Total_x,frac_extranjeros,frac_young,frac_old,frac_HighEduc,edadMedia,densidad,serviciosOcio,serviciosGenerales,familiares,antiguedadFamiliares,superficieFamiliares,unidadesUrbanasResidenciales,1-3p,4+p,size,rooms,price,priceByArea_x,bathrooms,hasLift,parkingSpace,newDevelopment,propertyType,pisoBajo,numHouses,centros_100,farmacias_100,centrosSociales_10,clinicaDental_10,otroConsulta_100,consultaPrimaria_100,orgNoSanitaria_100,distanciaCentro_x,Bus_100,estacionTren_100,servicioCoches_100,estacionBus_100,trabajadoresLugarTrabajo,paro_100,rentaBruta,pensionMedia,trabajadores_100,contratos_100,pensionistas_100,ocupadosColectivos_100,funcionario_100,organizaciones_100,grupo,priceByArea_y,Total_y,distanciaCentro_y
Molinos (Los),47.65616367082372,79.42707941983882,55.39294330425098,100.0,79.47867881859057,53.84143607526457,95.9752824745402,49.21751785930205,43.37893860583615,10.896886313429915,33.55927623611224,27.318078144546604,59.66777912612029,29.78787973554645,66.12737374456998,54.514341331130936,73.64655434326995,0.0,38.43078213969064,50.83890292993934,18.82527525697908,13.950955798944946,54.21313431427204,17.816091954023022,53.78130036333259,47.14894832172289,46.66876241957155,66.18907251872132,24.945038157798606,71.59250512846643,62.887276863639066,72.23260067540993,25.150003032138457,45.009081931268405,56.70740204492706,49.81413638085848,50.34190472770792,50.32252370780228,22.70286551404936,24.03994837683909,40.546959821625215,57.85909376101841,59.30879998618372,41.21019108280255,59.42068302600562,68.2985018682417,52.12832441547685,72.90832288175027,55.53881095289295,69.03534433725449,91.6392564253337,37.19987914204205,54.49289996099255,89.35008899497909,44.44816655029312,73.77559328819423,43.531162356584986,57.27403615421535,57.96770049985883,51.756121322981215,53.19129559145779,37.93270738706529,26.22440671180577,44.8703499018818,43.59748280104946,49.92244230708236,2,1793.104102564102,4699,55.681
Moraleja de Enmedio,44.52448115540293,51.7432198067067,34.15148773484668,51.6598797989132,50.75295977295566,31.86116753967628,65.8933896774786,49.21751785930205,48.29176194099133,45.27486817052393,0.4874318207010049,5.683874033851382,9.449330515125482,3.434723466653012,91.86261973460482,72.93463292079193,70.2988194287411,85.4599060179932,39.634986400721104,19.52541501538772,53.60393887511243,51.53028592328738,38.78500414623893,54.05967229151384,56.524433867765936,45.80104713905926,45.579579696013184,29.27766349250697,63.359878851480175,67.99836952428213,36.82005004214295,23.69153716139934,75.76701945096057,43.452406590912354,61.16137302795926,51.423864869698086,46.62669069018555,50.424325987183,22.70286551404936,40.96748599129973,40.546959821625215,76.98647749619964,59.30879998618372,31.27388535031848,54.97608652807627,32.60056561900079,47.593678848299206,66.14696145189842,37.967855423914266,64.80468373272275,47.35068458564457,68.13576043415384,60.44884436970729,46.333585187568175,47.8681082562681,53.6680333767171,47.13052648456498,55.4023356262998,41.14646248974128,36.855185851616966,67.57145554903894,52.25795441090142,46.3319666232829,58.83158500281086,48.13173308028413,75.72184319020336,2,1880.378888888889,5368,27.17
Moralzarzal,45.42183212458185,39.24288033593699,51.26981847968723,33.208426079639494,40.1119132217122,52.9864362208088,40.27560124862736,49.21751785930205,44.98180188684596,10.896886313429915,33.55927623611224,27.318078144546604,59.66777912612029,29.78787973554645,66.12737374456998,54.514341331130936,73.64655434326995,0.0,55.00164077503658,37.63047132244145,58.04351744135491,54.91360914661733,70.1023577694319,49.767669356811,50.98471941685347,39.98843064622516,43.83604209708684,36.47648577729209,54.75992800164721,55.920000354451226,46.30705927677543,32.18384736533121,68.5539349002942,44.89337018501852,54.30225771408968,41.87540983540548,30.08512055853771,57.12087992484594,35.872006944989096,55.47680394655173,54.95981804668577,69.75284873816747,59.30879998618372,50.318471337579616,35.80944787523092,36.99478378300488,53.50535560362756,79.76874371806291,61.47094515959369,50.38452168429352,49.3808682134416,47.00873771875597,48.32636510412269,46.333585187568175,45.10829769296387,37.401173779411465,48.25914066028753,64.76083826587748,61.45310545428101,67.58755753496837,45.65443083383235,41.92758682368813,62.598826220588535,46.22107911579151,46.22314143092344,46.9346868535021,2,2268.96,13905,46.641
Morata de Tajuña,44.52448115540293,46.4250546328623,34.15148773484668,42.006625798681,38.5078810367346,31.86116753967628,53.49152690605202,49.21751785930205,52.53427632957034,37.21404019325912,18.183837848243822,23.71182814850336,14.6922633977763,21.6668058394135,72.86766757613893,55.95388807300608,54.60852530359107,77.13428332833648,44.300602909825685,58.15112263351371,25.956179532173262,29.234698247963323,21.40421673302476,36.812179016874566,56.39156804352541,55.48743999296789,45.66800057560849,52.13910208811495,18.31375075551776,44.13538265227003,43.609547535327486,54.95870277181886,41.13577427825843,38.64453242955349,35.32834132637252,64.34238589256978,64.11036355423062,35.20488521976719,35.872006944989096,55.47680394655173,40.546959821625215,46.308141245616746,0.0,23.82165605095542,44.81047296281855,42.29078864817824,47.66712854368391,40.00689380893491,45.37464884663705,61.80821552802757,71.92656153909114,59.91650117324589,46.69886486735395,46.333585187568175,45.60132277376509,76.01171256564227,44.58860266537007,31.69412893936969,33.17156594075363,37.59183227127679,50.07517434397276,40.45170331265241,23.98828743435773,44.56018432052507,46.65525359237254,38.18810697298737,2,1469.6666666666667,7960,34.745
Navacerrada,44.52448115540293,61.56388817062858,34.15148773484668,73.24102462618335,45.88758561137018,31.86116753967628,97.83788759677633,49.21751785930205,43.37893860583615,54.56498047260391,100.0,100.0,100.0,100.0,0.0,0.0,14.284709223343611,41.82526327026945,35.7649727068265,49.42828345040826,0.8308383206998393,20.98834074518324,65.39180259188691,20.04157495720229,59.29052718885275,36.33350206082831,78.34111601984122,100.0,32.81969194800709,46.96922034018458,80.62788467871394,100.0,24.330879747737576,64.02461909656606,63.41943273563604,25.154332400234253,25.68394496707112,71.62997753167132,22.70286551404936,55.47680394655173,61.495881660376014,70.0772805927636,0.0,44.52229299363057,75.83367465070961,51.16491780865431,46.53912088227161,71.46967930149712,79.03339574252064,84.65831418423446,25.707671543591765,40.58523741188137,56.30346730684606,46.333585187568175,50.15302891128557,60.807433348973575,42.9770229640005,66.00863861782116,60.87223585305621,54.78024873000569,37.2082923790571,47.939989550929376,39.192566651026425,47.01908491925799,47.37931243108856,57.87644242846166,2,2372.3488372093025,3218,52.561
Navalagamella,44.52448115540293,94.58977873057576,34.15148773484668,64.75544365110248,66.67915089483836,31.86116753967628,33.15469153366796,49.21751785930205,87.29478622374862,93.95022305041311,99.44236385969312,98.17417657354248,60.88494563453117,98.81336243409407,23.84249417597277,65.15776653066774,51.785980163494,24.627280523987324,35.028770101801896,80.98787589428562,54.37895538149048,56.82976698054578,39.195651268669856,51.67522621667895,61.607210328230806,36.33350206082831,40.36588142845473,52.74432928283717,51.80693283031903,35.47835410565304,51.78001850851819,59.606195549844045,29.79903599042623,39.965605125254136,41.6752499771934,61.84798772317095,66.80472510342238,45.62689357136713,50.0,13.560996520268205,40.546959821625215,80.2157760488926,50.0,28.78980891719746,83.41612723489487,57.91370004591674,53.3830819048447,48.90764816183516,30.72840605691113,91.87579353215423,25.707671543591765,35.96183626195017,59.337196867273335,46.333585187568175,100.0,34.11395568314024,42.06955616054791,39.55527115661495,38.29176145808098,38.81957630404314,31.80731526199295,36.94870919064326,65.88604431685977,41.45079847074592,43.59748280104946,34.24674021165786,2,1406.3729166666665,2809,56.822
Navalcarnero,45.700047145046256,39.45021275845397,49.32344565668658,33.16808050617981,34.950802573771725,46.98785083056549,36.57070089159153,49.21751785930205,44.66046867867187,45.27486817052393,0.4874318207010049,5.683874033851382,9.449330515125482,3.434723466653012,91.86261973460482,72.93463292079193,70.2988194287411,85.4599060179932,86.45495207136887,44.221900961042095,66.97897414296403,65.74403685273813,44.3937111384112,69.39960870628516,51.29599430820452,49.29039220517801,43.382336044175496,32.7850134879893,63.515299649971126,36.35960850860208,39.17725435475522,31.954464331396604,60.99903936298205,36.7716071694724,41.83923709065958,59.10722068872194,53.5656519658676,39.9692318947843,61.51717709997702,41.33021894018104,40.546959821625215,33.44966155398485,40.245257133481815,100.0,29.09815157455824,47.594727247893246,51.02301492737213,64.69352387728827,61.68968924158307,35.08887778250662,70.13726866640873,57.89396661716239,46.86386292409411,46.333585187568175,45.61826420016556,33.484972543739744,67.28544044696146,43.7977923532235,43.37050643540803,41.64984939010452,43.16463100896431,46.29400522473067,66.51502745626026,52.058942910852615,49.80286997054032,40.3133881727832,2,1717.3744545454545,31379,36.609
Navas del Rey,44.52448115540293,54.85824869068706,34.15148773484668,91.85101218132968,100.0,31.86116753967628,33.15469153366796,49.21751785930205,70.4142201724189,93.95022305041311,99.44236385969312,98.17417657354248,60.88494563453117,98.81336243409407,23.84249417597277,65.15776653066774,51.785980163494,24.627280523987324,35.613772171809224,77.92160936423768,29.01908764424722,30.7042908676918,28.40441123382593,32.59965761799954,60.66849257849744,52.54976944434575,70.68847461234905,60.74533624973246,37.48231590273582,40.420290561406446,57.508187041915214,68.76386280770991,22.54862557546337,66.3608342711143,61.71811940083827,60.12133787709195,68.69186902249189,56.04890192296709,22.70286551404936,55.47680394655173,40.546959821625215,72.94985430533347,59.30879998618372,28.78980891719746,77.22945933415927,100.0,57.56619553464717,100.0,43.12833081826172,35.08887778250662,56.59995350746634,31.96450938179373,42.59924078657556,46.333585187568175,82.52366304195846,63.6958144355688,42.86517831595592,33.191489361702125,33.49520801013464,30.328757045859,21.39649232582844,39.53872487949807,36.3041855644312,46.79669360332219,51.36386936739653,45.69030619222659,2,1362.0416666666667,3134,60.506
Nuevo Baztán,45.60167569607472,45.50313414359705,49.67748923980655,32.55928454497716,33.740737061066625,48.55722912264972,33.15469153366796,49.21751785930205,48.78193861284099,100.0,88.08848386293378,76.70945125895427,81.60673183356421,81.13917481455684,8.033516433110805,55.42969779789536,0.0,88.87906315110322,42.14059526672171,59.09168345295859,33.6623385498719,43.96083174199871,54.398570033802365,42.53484959647837,50.35652377759726,58.887547318199786,44.00424582574469,49.971305113730985,50.30453177823978,82.75506089915419,53.55518244586985,51.38494036877588,46.080670192601694,53.58609408464918,82.7631322956654,58.605604675791824,64.75954319084835,32.22716854788148,50.0,55.47680394655173,40.546959821625215,72.94985430533347,50.0,28.78980891719746,48.54766707978546,48.94338792097604,41.23868346501028,43.79704216399981,59.4720186324088,35.08887778250662,31.43645329949607,45.20863856181256,45.3863706504678,46.333585187568175,44.44816655029312,54.3421883690598,44.494551484059855,46.79251319788834,49.73552958225904,60.40202403793582,34.87391676884275,40.012861111505,45.6578116309402,43.8121360716702,45.39776797108879,46.49854547991692,2,1454.4166666666667,6760,48.3
Paracuellos de Jarama,44.93836725389712,47.57881349847361,48.18794118864968,43.85579286437692,38.83758952890553,47.2331041636413,36.80394118990476,49.21751785930205,43.95537276908818,37.21404019325912,18.183837848243822,23.71182814850336,14.6922633977763,21.6668058394135,72.86766757613893,55.95388807300608,54.60852530359107,77.13428332833648,77.58272067731933,45.8485961165384,90.20022284555267,90.87553844703362,78.08088374391356,89.11102959158715,40.27829343803808,44.01921578180279,42.328358899646936,26.35945073159881,79.60135229378518,59.47957696244145,37.71573827835508,16.694875846921047,88.38631191170481,53.34299048387212,52.37814224941976,34.63009661597934,29.213304233427465,58.55018392735106,89.24168537563962,55.47680394655173,40.546959821625215,47.08317289826304,43.70122104245116,50.318471337579616,36.42912635320205,38.64942325163839,44.46303272942368,41.14508467412497,43.95155455667123,39.10940573060391,35.22459669876891,70.84187694857027,44.76263832422048,46.333585187568175,54.16519713961002,9.202938411558035,58.13959854549815,75.99104143337067,72.02547550308515,78.01692000278355,48.92977885151619,47.29356252949163,90.79706158844196,49.1037715240431,53.2598072902284,50.99398682663588,2,2289.44,26450,24.676
Pedrezuela,72.26224057770146,64.07283576603969,81.18613935281334,54.42084972571117,43.514893796778175,80.5317621541932,66.81172623130219,49.21751785930205,50.59412495059424,54.56498047260391,100.0,100.0,100.0,100.0,0.0,0.0,14.284709223343611,41.82526327026945,41.32519238144996,71.10965463948635,49.939300625803575,74.13608859216242,58.69751389688933,65.0281242357545,54.68764853548894,52.44949444387687,42.27013849546037,68.36986673347273,68.87731719790915,35.39195661516784,53.59296901388081,70.2261992356398,35.45613571287652,39.37515447029234,36.98521853206049,59.533645795425016,51.67279120257635,35.681319887268906,29.287436229519223,55.47680394655173,40.546959821625215,36.62024558753792,59.30879998618372,50.318471337579616,50.32821164964005,28.463712130984003,62.87408236622794,32.12927046683992,36.89003031599986,60.38052933487067,80.9699328451961,47.92777568495914,67.36048936215121,46.333585187568175,50.26971311051944,24.62404084710264,43.83365129106918,58.27227643577029,51.55288986823907,58.0370013221859,40.90410802426547,39.4343322331332,75.37595915289737,43.29579970261466,43.59748280104946,36.91042716396878,2,1761.84,6307,45.794
Pelayos de la Presa,44.52448115540293,89.24600491048511,34.15148773484668,79.63640734637293,80.40237421899701,31.86116753967628,33.15469153366796,49.21751785930205,84.1153583419087,93.95022305041311,99.44236385969312,98.17417657354248,60.88494563453117,98.81336243409407,23.84249417597277,65.15776653066774,51.785980163494,24.627280523987324,35.13317047121859,100.0,25.41385661164052,21.73739759956017,37.64742669635584,25.128393250183464,48.74745465967018,71.78643682186339,100.0,87.13105077082876,23.857092568361907,29.41325027359205,95.69896431546157,94.30559146962209,11.346010325222483,46.74086763743347,44.68168039074013,65.93895146644383,73.23435276396194,30.95100425993047,45.278536538517486,55.47680394655173,40.546959821625215,47.00013379262238,47.447039988946976,43.69426751592357,82.20922321015445,56.83949188519088,53.13739822521083,48.29564552550936,30.72840605691113,100.0,100.0,19.568889870689773,43.26337316796641,46.333585187568175,44.44816655029312,59.50814382358988,42.86517831595592,3.2442809150535794,35.868614410107625,29.540416140609043,10.170599412610464,47.55326517955599,40.49185617641013,46.94920375128711,43.59748280104946,50.76511501956445,2,1255.3333333333333,2867,71.93
Perales de Tajuña,44.52448115540293,82.53902348322846,34.15148773484668,86.55386212535355,66.16762578864183,31.86116753967628,33.15469153366796,49.21751785930205,43.37893860583615,100.0,88.08848386293378,76.70945125895427,81.60673183356421,81.13917481455684,8.033516433110805,55.42969779789536,0.0,88.87906315110322,35.58317206353191,68.97079347484174,32.820651389005995,39.81631184523662,30.657774662894266,37.606994375152894,60.62370211650134,68.94292264468697,62.08370464015391,68.20594043503775,12.200532681540125,32.920988387291125,58.11208495242449,73.2836501166106,26.75238715571287,34.990860266541624,36.95085932733424,69.44996434778422,79.51373410696345,25.420959012142752,22.70286551404936,0.0,40.546959821625215,61.53197727974059,59.30879998618372,32.10191082802548,77.52109276103809,52.66680881863858,41.23868346501028,45.918366027318704,30.72840605691113,35.08887778250662,25.707671543591765,54.03444117940007,100.0,46.333585187568175,50.33788329000236,72.24616604459382,42.651656715143545,2.7451607742761155,32.01802317276739,25.05591951566248,40.79793879785776,43.54988549595086,27.75383395540618,44.70428637454249,47.50185487338371,40.51888132272435,2,1107.8232142857144,3117,40.166
Quijorna,83.35734434662089,100.0,100.0,91.17153481812856,89.77544678928145,100.0,33.15469153366796,49.21751785930205,43.37893860583615,93.95022305041311,99.44236385969312,98.17417657354248,60.88494563453117,98.81336243409407,23.84249417597277,65.15776653066774,51.785980163494,24.627280523987324,36.601975668529285,47.63552356503797,78.4653075715812,64.05986680957272,59.1775655580003,63.51797505502568,57.60843832615892,36.33350206082831,39.787653182690285,39.88674191914169,65.12131456771101,57.80346564702859,44.36911604496097,38.04698911134781,60.11720233036023,42.36568900534971,50.37807485851289,51.52777503338369,48.44296847727104,61.22072561624228,56.566372050751546,28.53092774394087,57.14071106758309,61.85976322305905,59.30879998618372,40.38216560509554,69.25877137233222,45.31290753042589,50.50113668724608,41.72866877848614,51.83150907188416,78.39988683511596,57.25252465511485,47.73897685837194,41.53622010743669,46.333585187568175,44.44816655029312,38.95731763856869,42.56523130529092,52.40761478163495,46.60692712921813,50.65761350419028,48.669015785184286,41.27623638001317,61.04268236143131,42.03506596097743,46.90183462007359,41.6948265272722,2,1837.712368421052,3683,45.968
Robledo de Chavela,44.52448115540293,64.42668041014204,34.15148773484668,70.83660669965052,80.83831338967666,31.86116753967628,79.30366410946257,49.21751785930205,64.15451267123315,93.95022305041311,99.44236385969312,98.17417657354248,60.88494563453117,98.81336243409407,23.84249417597277,65.15776653066774,51.785980163494,24.627280523987324,38.22918142633427,41.68189022333667,6.427698079433014,20.17048632348775,51.2255971550454,17.180239667400386,61.170221030941136,69.57207758727941,72.24870968840355,87.72870331062666,34.63293459706827,53.39719363228341,79.72993696732068,96.0502411717725,7.911201801091977,58.78567886631802,66.32797936827662,56.67154506883111,71.28610436816706,54.97692392108824,22.70286551404936,55.47680394655173,42.34856709975779,66.2652063012591,59.30879998618372,50.318471337579616,60.29146215585271,69.84858046321979,59.83123590532797,55.70724115197632,56.14460239574227,35.08887778250662,84.80641858727874,16.324588195427097,59.82981221709692,90.40041566304755,44.44816655029312,58.43276171921662,43.861612453080326,33.06670932650776,45.42022392923163,42.34772494557169,17.864639146376405,44.12558861367633,41.56723828078338,45.97805772582228,51.55688616891463,46.20217776371042,2,1301.1,4587,74.92
San Agustín del Guadalix,62.44734108981122,35.58441121381257,64.54310878030208,32.78960314968066,35.64254025619648,59.81556034391164,44.53329074628682,49.21751785930205,45.513302940040006,10.896886313429915,33.55927623611224,27.318078144546604,59.66777912612029,29.78787973554645,66.12737374456998,54.514341331130936,73.64655434326995,0.0,54.46703888336836,54.06469324996973,82.83065311045911,69.98229140122831,67.88733390753893,67.6510149180729,49.61879852119093,47.5375986172533,42.45603296521337,31.47671090643772,66.26106708997804,50.58063544246592,38.101805869792734,22.669576854913977,83.42812884803408,47.81061339434339,41.79550719373526,41.2374862838909,27.28662421025902,44.97179590355229,68.79486052233845,55.47680394655173,76.5791053842766,38.36406680599211,42.01039999021348,50.318471337579616,36.072483958864346,26.73624760105686,43.7455628901642,49.879142175241526,87.84387372603643,52.6720398571054,49.89754512488673,58.4115358141859,48.60700617059138,46.333585187568175,59.288019420252766,32.90070128927813,54.75375601833052,67.75555911054232,74.35738452628945,68.19496774065274,65.75452658409026,60.74301369726105,67.09929871072187,53.89037612413055,48.06909058671445,51.87144940510306,2,2334.7,13608,36.132
San Fernando de Henares,63.01632077026862,38.86980379400533,65.50792214682446,32.32964004350695,37.27314389123488,64.30823061602091,36.94217034355008,49.21751785930205,43.996716161396506,37.21404019325912,18.183837848243822,23.71182814850336,14.6922633977763,21.6668058394135,72.86766757613893,55.95388807300608,54.60852530359107,77.13428332833648,100.0,52.97319441683784,25.497071106411795,33.08272409794513,42.1970366589457,36.812179016874566,25.330700015760144,40.2525167107314,43.55910434778904,69.70576680968814,42.50758838727676,1.2303888773199825,41.85835921923278,70.87029620470892,36.659566756224336,27.559847426699868,30.731843271883285,58.56627765297127,27.92856709027184,27.105495872238087,87.89011559720107,55.47680394655173,51.35660349042063,10.462927310725116,43.70122104245116,50.318471337579616,32.37270464442984,46.98785023152302,44.74614955769943,51.42008813122773,48.70867943849943,35.08887778250662,43.62557623355775,77.70807795227002,47.53200695339599,61.92076527632686,51.05456843923596,83.54720212948372,100.0,43.922572388417855,42.10080848188418,60.37617679514072,100.0,74.70539474647582,16.452797870516278,71.99935654756892,49.853871732504246,51.41012079149476,2,2319.62,38904,18.348
San Lorenzo de El Escorial,45.622488597190426,46.09405745389876,50.13262996696447,61.651686245572016,62.19517609622075,48.986855874033466,38.84939151929044,49.21751785930205,44.56582211077615,10.896886313429915,33.55927623611224,27.318078144546604,59.66777912612029,29.78787973554645,66.12737374456998,54.514341331130936,73.64655434326995,0.0,63.13406955132304,38.52422267519588,35.06580606211773,24.34296881747544,67.76040013430344,29.817803864025507,50.70769605526416,69.4367634058495,48.70330109951712,81.04610512038082,24.142030698928664,33.664006805463856,54.89687576778803,82.36043370567917,30.446627973820185,46.58586904020788,45.118979359983285,42.57380778593092,33.92764481958386,48.41511918231465,55.62571909139872,31.02591628121967,42.18478461992755,32.65701554559659,42.50463999009833,100.0,32.85389280804053,53.39148991860142,49.57127145169681,55.55640449503965,64.47870878899415,35.08887778250662,63.54505764023384,29.666371940922048,52.45181495460321,46.333585187568175,50.925320434290256,73.27069032802149,53.55142605185134,57.52359622460408,61.78503763166208,60.0789335029973,58.28793310475473,54.82440221259481,26.72930967197852,49.27498128878141,60.11206749065736,51.93225738280649,2,2178.6945454545453,18423,62.624
San Martín de Valdeiglesias,44.52448115540293,43.22879832640494,34.15148773484668,41.81825101167305,53.25427314482361,31.86116753967628,47.39651096358675,49.21751785930205,47.26466777192064,93.95022305041311,99.44236385969312,98.17417657354248,60.88494563453117,98.81336243409407,23.84249417597277,65.15776653066774,51.785980163494,24.627280523987324,45.83420833642949,59.404020997157744,28.76817335678676,19.719742757433423,27.941885010011447,26.876987038395725,60.154343241634656,53.63551589875739,80.6490827238749,63.87662293084867,27.63899866497519,25.81911466940774,70.72396808210368,68.60985174226116,29.907966992215773,50.930836309171454,42.757564926070216,53.65175017842204,70.82380332858222,42.11318789854201,22.70286551404936,55.47680394655173,40.546959821625215,43.59553046135466,0.0,50.318471337579616,42.77494903138483,55.593772680473805,52.85248801023084,76.5161329713832,61.59875891829445,35.08887778250662,80.64208579392252,12.147142894503588,38.004172316092216,46.333585187568175,48.61481364009651,78.72130747171077,45.56215948812172,24.20732682770756,36.72333859594468,28.441908321818097,25.47115477948979,48.361359174736975,21.278692528289227,49.67312190619158,87.79150095616835,46.5250775762585,2,1311.96,8812,78.77
San Martín de la Vega,46.10949597953427,43.0963505654266,50.27765400386382,33.39250795739123,35.979015366112954,51.79293485800226,39.65454682603338,49.21751785930205,44.35431766993923,45.27486817052393,0.4874318207010049,5.683874033851382,9.449330515125482,3.434723466653012,91.86261973460482,72.93463292079193,70.2988194287411,85.4599060179932,65.84127913068,75.82469822349881,71.10338019712526,71.17227627635351,26.43364428948707,68.84323795549035,55.87102006923461,46.53509426837456,46.85968932557968,36.5418417871242,56.00329438957487,43.09861276644762,38.36285932924031,33.45877120960225,65.22088285133688,33.52650667684005,35.06110306739059,66.46932183667695,68.07213305245298,29.96410387724836,36.812659904341935,55.47680394655173,40.546959821625215,29.64496071372118,48.71794284579377,50.318471337579616,32.16734665576714,49.725116465356784,45.51850672208537,57.03575565365079,50.2302699611982,35.08887778250662,37.36820188029467,64.6288764828331,45.56207294089163,46.333585187568175,46.751354069447245,35.967096481286674,54.49193786495346,32.19324908014718,36.23370701948895,37.21704725074813,55.4959131724015,51.00558687140765,64.03290351871333,49.875922688525534,53.369091371905775,44.38842726784307,2,1376.6,19927,30.402
Serranillos del Valle,44.52448115540293,58.89283119687183,34.15148773484668,62.560574390702925,41.86696205346295,31.86116753967628,33.15469153366796,49.21751785930205,43.37893860583615,45.27486817052393,0.4874318207010049,5.683874033851382,9.449330515125482,3.434723466653012,91.86261973460482,72.93463292079193,70.2988194287411,85.4599060179932,38.08878092953252,19.727915509811154,60.61604298579526,63.19894982135925,40.33937005387921,59.78234287111764,49.9876611493941,70.1470629257277,40.96517676702442,26.764706857516945,68.28153747036048,84.51756970505227,37.473005025077846,27.277270498185192,60.416498251067694,45.564420594521714,42.78288223481589,58.94690331426654,63.01626154946214,49.93674664909644,37.518149623856566,55.47680394655173,40.546959821625215,43.5037503972255,59.30879998618372,40.38216560509554,60.92345156637656,70.9735881993121,60.15286355898609,56.348185547623245,30.72840605691113,76.36192887976843,90.12311510632158,58.88678803283642,45.38123800592812,46.333585187568175,44.44816655029312,35.97798151480118,44.55555765572053,50.66069428891379,45.22936409815673,43.32992017178479,44.83503602414357,44.58827734490971,64.02201848519883,48.609003866348594,46.29651312916342,51.49025979913937,2,1495.3684210526317,4509,35.694
Sevilla la Nueva,45.122830357116605,49.09332940765888,52.92186488284878,41.70690511327233,49.50812221304862,51.4593936196872,45.24409492883833,49.21751785930205,46.677403918104325,93.95022305041311,99.44236385969312,98.17417657354248,60.88494563453117,98.81336243409407,23.84249417597277,65.15776653066774,51.785980163494,24.627280523987324,46.822411833149566,36.85097101153868,62.23594110607545,66.34414654734309,58.89591217714163,61.292492051846416,48.76062832496315,36.33350206082831,43.77862110020634,48.064508925479885,68.203827071115,37.53461437920078,42.72451805517464,46.2528505774783,55.85495550313024,38.789817645120365,39.87139172906535,53.530273962387945,33.311862621201655,39.9692318947843,29.57372191280052,55.47680394655173,42.34856709975779,40.1078880244463,54.1515130308634,50.318471337579616,41.6596282742877,52.61568999649644,55.815594144422654,54.96708159972214,51.4854641714677,52.12919893844724,69.14629231424534,51.09503875856843,47.405524124752674,46.333585187568175,50.33159152978476,31.40268207815772,47.19153265622566,57.14925611902096,49.270815166571865,46.90976329890352,64.84200143966885,44.21768430235752,68.59731792184229,45.29670892268065,47.49768398130772,47.18967430380437,2,2193.16,9361,42.875
Soto del Real,45.19574931774032,39.563793662982405,47.24151178064207,35.347091817015134,42.73463209695853,46.58433790707552,41.82429620831145,49.21751785930205,44.56164338272409,54.56498047260391,100.0,100.0,100.0,100.0,0.0,0.0,14.284709223343611,41.82526327026945,46.51101073126874,37.27955237565986,43.22845646291073,28.909208352441738,70.35395565203632,32.83810222548304,54.93380788124902,41.86482356495802,47.6134501655165,48.22867391185817,40.95338040236719,65.00901635349422,52.90886015860158,46.57602882713851,55.33715628643139,55.484111679712896,49.19132601106023,34.93422157524864,26.09876737243688,55.30447275499566,50.92245429463452,55.47680394655173,44.30030831773473,51.15208907465614,55.07245713002774,48.66242038216561,41.99670366415966,53.51573455801343,48.664372454451936,46.40201976365935,51.876296893912034,35.08887778250662,59.42692680690319,49.58356309514337,50.06277547361053,46.333585187568175,47.4452682717244,60.098463123153714,47.48893774307146,70.87505999040155,67.7849213323634,77.2673499617262,54.71149972121621,40.25160652203233,39.901536876846286,50.36720335703721,64.79021723634048,51.58640328510805,2,2362.6041666666665,9188,44.268
Talamanca de Jarama,83.35734434662089,45.99761876965751,100.0,54.21476103361922,46.418493980238594,100.0,72.49479930319778,49.21751785930205,43.37893860583615,54.56498047260391,100.0,100.0,100.0,100.0,0.0,0.0,14.284709223343611,41.82526327026945,37.55057902512578,52.57667498809185,43.50961901477056,58.966973447666646,50.01213482766356,60.81560283687947,58.8877894213248,96.69191296337438,42.80656284274221,60.62031046259611,53.77559627787115,39.901905618495256,51.65377237636962,66.373950142519,28.791041355512537,74.49650340157233,58.36612227309077,60.3722101236398,60.10201263418348,55.12478295583014,29.886033567289218,55.47680394655173,43.65317926668137,44.136716356737,59.30879998618372,32.92993630573249,63.56302063999784,75.67229925099394,53.39317819808442,38.8404403919807,30.72840605691113,60.348489237892224,53.303798386760285,45.92911224488092,46.08529680805733,46.333585187568175,44.44816655029312,36.364014905253306,43.07869991676829,59.27051671732524,42.39958022726499,43.60131622113313,38.66694925970825,56.24230792040631,63.63598509474669,43.981186443678446,46.48820198144514,37.30014093648873,2,1563.8275862068965,4210,47.636
